listing_id,url,price_egp,location_text,type,ownership,area_sqm,bedrooms,bathrooms,furnished,payment_option,completion_status,amenities,amenities_count,city,district,price_per_sqm
501675855,https://www.dubizzle.com.eg/en/ad/apartment-fully-finished-with-kitchen-ready-to-deliver-two-master-bedroom-in-new-giza-compound-ID501675855.html,15600000.0,"New Giza Compound, 6th of October",Apartment,Resale,173.0,2.0,3.0,Yes,Cash,Ready,Pets Allowed|Pool|Water Meter|Covered Parking,4,,6th of October,90173.41040462427
502984112,https://www.dubizzle.com.eg/en/ad/for-sale-apartment-140-m2-in-kafr-abdou-siqanah-bint-al-hussein-ID502984112.html,4500000.0,"Kafr Abdo, Alexandria",Apartment,Resale,140.0,3.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,Alexandria,Kafr Abdo,32142.85714285714
503176254,https://www.dubizzle.com.eg/en/ad/apartment-3-bedrooms-steps-from-fath-allah-and-the-main-street-in-al-ajami-al-nokhl-ID503176254.html,1180000.0,"Nakheel, Alexandria",Apartment,Primary,140.0,3.0,1.0,No,Cash,Ready,,0,Alexandria,Nakheel,8428.57142857143
503189115,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D8%B4%D8%B1%D9%82%D9%89-%D8%A8%D8%AD%D8%B1%D9%89-%D8%B4%D8%A7%D8%B1%D8%B96-%D9%81%D9%89-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%89-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-ID503189115.html,890000.0,"Nakheel, Alexandria",Apartment,Primary,110.0,2.0,1.0,No,Cash,Ready,,0,Alexandria,Nakheel,8090.909090909091
503200483,https://www.dubizzle.com.eg/en/ad/ultra-super-lux-apartment-in-3rd-district-october-ID503200483.html,3700000.0,"3rd District, 6th of October",Apartment,Resale,150.0,3.0,2.0,No,Cash,Ready,Security|Balcony,2,,6th of October,24666.666666666668
503161556,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-montaza-120-m-in-front-of-montaza-palace-ID503161556.html,2400000.0,"Al-Montaza Palace, Montazah",Apartment,Resale,120.0,3.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3,,Montazah,20000.0
503201824,https://www.dubizzle.com.eg/en/ad/for-sale-3-bed-apartment-in-prime-location-near-to-mall-of-egypt-ID503201824.html,4400000.0,"Dreamland Compound, 6th of October",Apartment,Primary,192.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Water Meter|Covered Parking|Pets Allowed,6,,6th of October,22916.666666666668
503197611,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-125-sqm-sidi-beshr-steps-from-the-tram-ID503197611.html,2000000.0,"Sidi Beshr, Alexandria",Apartment,Resale,125.0,3.0,1.0,No,Cash,Ready,Security|Natural Gas|Water Meter|Balcony,4,Alexandria,Sidi Beshr,16000.0
502856764,https://www.dubizzle.com.eg/en/ad/apartment-180-m-in-the-first-area-nasr-city-ID502856764.html,7150000.0,"Nasr City, Cairo",Apartment,Resale,180.0,3.0,2.0,No,Cash,Ready,,0,Cairo,Nasr City,39722.22222222222
503014012,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-260-sq-m-sporting-direct-from-the-tram-line-overall-sporting-club-view-ID503014012.html,14500000.0,"Sporting, Alexandria",Apartment,Primary,260.0,3.0,4.0,No,Cash,Ready,,0,Alexandria,Sporting,55769.230769230766
503186981,https://www.dubizzle.com.eg/en/ad/with-only-15-down-live-in-a-mini-compound-in-north-house-bayt-alwatan-al-tajamou-al-khamis-installments-over-66-months-with-no-interest-a-few-steps-from-the-suez-road-and-90th-street-ID503186981.html,4400000.0,"Beit Al Watan, 5th Settlement",Apartment,Primary,155.0,3.0,2.0,No,Cash or Installment,Off-plan,Covered Parking|Electricity Meter,2,,5th Settlement,28387.09677419355
503207549,https://www.dubizzle.com.eg/en/ad/new-launch-now-own-your-apartmentroof-over-10year-ID503207549.html,7900000.0,"O West Compound, 6th of October",Apartment,Primary,77.0,1.0,2.0,No,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,102597.4025974026
503207583,https://www.dubizzle.com.eg/en/ad/plot-for-sale-shot-literally-%D8%B1%D9%88%D9%81-%D9%84%D9%82%D8%B7%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%81%D8%B3%D8%AC-%D9%81%D9%8A%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-ID503207583.html,6483000.0,"El Banafseg 12, 1st Settlement",Roof,Resale,200.0,2.0,1.0,Yes,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,1st Settlement,32415.0
502938118,https://www.dubizzle.com.eg/en/ad/apartment-in-district-5-with-discount-43-ID502938118.html,12400000.0,"District 5 Compound, 5th Settlement",Apartment,Primary,178.0,3.0,3.0,No,Cash or Installment,Off-plan,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,,5th Settlement,69662.9213483146
503204372,https://www.dubizzle.com.eg/en/ad/3-bedroom-apartment-for-sale-with-installments-over-10-years-in-the-heart-of-sheikh-zayed-at-special-prices-ID503204372.html,6500000.0,"Riza, Sheikh Zayed",Apartment,Primary,140.0,3.0,3.0,No,Cash or Installment,Off-plan,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6,,Sheikh Zayed,46428.57142857143
503047471,https://www.dubizzle.com.eg/en/ad/apartment-110m-for-sale-in-alexandria-palm-beach-a-few-steps-from-the-sea-ID503047471.html,890000.0,"Nakheel, Alexandria",Apartment,Primary,110.0,2.0,1.0,No,Cash,Ready,Pets Allowed|Water Meter|Landline|Electricity Meter,4,Alexandria,Nakheel,8090.909090909091
503206071,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-with-the-lowest-down-payment-in-the-market-and-immediate-delivery-in-mountain-view-icity-ID503206071.html,8400000.0,"Mountain View iCity Compound, 5th Settlement",Apartment,Resale,155.0,2.0,2.0,Unknown,Cash or Installment,Ready,,0,,5th Settlement,54193.54838709677
502981023,https://www.dubizzle.com.eg/en/ad/this-is-a-test-of-the-system-ID502981023.html,19720000.0,"El Yasmeen 6, 1st Settlement",Duplex,Resale,636.0,4.0,5.0,No,Cash,Ready,,0,,1st Settlement,31006.2893081761
502489879,https://www.dubizzle.com.eg/en/ad/apartment-145m-with-prime-view-sale-fifth-square-al-marasem-new-cairo-ID502489879.html,11000000.0,"Fifth Square Compound, 5th Settlement",Apartment,Resale,145.0,3.0,3.0,Unknown,Cash,Ready,,0,,5th Settlement,75862.06896551725
503198744,https://www.dubizzle.com.eg/en/ad/basement-for-sale-district-7-city-center-location-ID503198744.html,6750000.0,"7th District, Sheikh Zayed",Apartment,Resale,216.0,3.0,2.0,No,Cash,Ready,Private Garden|Electricity Meter|Water Meter|Covered Parking|Pets Allowed|Natural Gas,6,,Sheikh Zayed,31250.0
501923045,https://www.dubizzle.com.eg/en/ad/penthouse-prime-location-four-bedrooms-semi-finished-ready-to-deliver-and-to-move-in-zayed-dunes-ID501923045.html,10750000.0,"Zayed Dunes Compound, Sheikh Zayed",Penthouse,Resale,200.0,4.0,3.0,No,Cash,Ready,Pets Allowed|Pool|Private Garden|Covered Parking,4,,Sheikh Zayed,53750.0
502856852,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-170-%D9%85-%D9%81%D9%8A-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D8%AF%D9%84%D9%8A-%D8%A7%D9%84%D9%85%D9%84%D9%8A%D8%AC%D9%8A-%D8%A7%D9%84%D9%87%D8%B6%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D9%85-%D8%AA%D8%B7%D9%84-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4-ID502856852.html,4500000.0,"Al Hadaba Al Olya, Mokattam",Apartment,Resale,170.0,3.0,2.0,No,Cash,Ready,,0,,Mokattam,26470.58823529412
503204121,https://www.dubizzle.com.eg/en/ad/for-sale-138-sqm-apartment-near-fayoum-road-in-hadayek-october-beta-residence-compound-with-5-down-payment-and-installments-up-to-9-years-ID503204121.html,8000000.0,"Beta Residence, 6th of October",Apartment,Primary,138.0,3.0,3.0,Unknown,Cash or Installment,Off-plan,Private Garden|Security|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed,6,,6th of October,57971.014492753624
503066516,https://www.dubizzle.com.eg/en/ad/two-apartments-for-sale-6-bedrooms-4-bathrooms-roshdan-street-next-to-el-mesaha-square-dokki-ID503066516.html,11500000.0,"Dokki, Giza",Apartment,Resale,350.0,6.0,4.0,No,Cash,Ready,,0,Giza,Dokki,32857.142857142855
503203145,https://www.dubizzle.com.eg/en/ad/apartment-for-salewith-bedrooms-limited-time-offer-100000-dp-in-mountain-view-6-october-ID503203145.html,10750000.0,"Mountain View - October Park Compound, 6th of October",Apartment,Primary,130.0,3.0,3.0,No,Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,82692.30769230769
502870732,https://www.dubizzle.com.eg/en/ad/duplex-for-sale-340-m-al-saraya-steps-from-the-tram-price-4350000-million-ID502870732.html,4500000.0,"Laurent, Alexandria",Duplex,Resale,340.0,3.0,2.0,No,Cash,Ready,,0,Alexandria,Laurent,13235.29411764706
503203505,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-allocated-for-officers-at-a-discount-of-10-thousand-pounds-per-square-meter-in-the-la-vida-project-sheikh-zayed-al-tharwa-al-khadra-fully-finished-ID503203505.html,6500000.0,"Green Revolution Compound, Sheikh Zayed",Apartment,Primary,130.0,3.0,3.0,No,Cash,Off-plan,Private Garden|Security|Electricity Meter|Balcony|Built in Kitchen Appliances|Covered Parking,6,,Sheikh Zayed,50000.0
502723743,https://www.dubizzle.com.eg/en/ad/for-sale-without-over-penthouse-corner-in-amazing-location-direct-to-the-club-house-in-mountain-view-icity-october-6-october-city-ID502723743.html,15600000.0,"Mountain View iCity Compound, 6th of October",Penthouse,Resale,260.0,4.0,3.0,No,Cash or Installment,Ready,Security|Electricity Meter|Maids Room|Water Meter|Balcony|Pets Allowed,6,,6th of October,60000.0
503207148,https://www.dubizzle.com.eg/en/ad/inspect-move-in-live-at-a-special-price-only-at-il-bosco-a-real-opportunity-for-immediate-inspection-and-move-in-at-an-unbeatable-price-ID503207148.html,4300000.0,"IL Bosco, New Capital City",Apartment,Resale,135.0,2.0,2.0,No,Cash,Ready,Water Meter|Private Garden|Security|Electricity Meter,4,,New Capital City,31851.85185185185
503206969,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-prime-location-near-abbas-el-akkad-nasr-city-ID503206969.html,9800000.0,"Nasr City, Cairo",Apartment,Resale,250.0,3.0,3.0,No,Cash,Ready,Pets Allowed|Water Meter,2,Cairo,Nasr City,39200.0
503176382,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-address-east-in-5th-settlement-ID503176382.html,11000000.0,"The Address East Compound, 5th Settlement",Apartment,Resale,169.0,3.0,2.0,No,Cash or Installment,Ready,Private Garden|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed|Pool,6,,5th Settlement,65088.757396449706
502079043,https://www.dubizzle.com.eg/en/ad/for-sale-a-118-square-meter-hotel-apartment-with-ultra-luxury-finishing-inside-the-orouba-skyline-compound-smouha-compound-orouba-skyline-smouha-cash-or-installments-from-the-owner-area-118-square-meters-3-bedrooms-and-2-bathrooms-open-views-of-t-ID502079043.html,6000000.0,"Orouba Skyline, Smoha",Hotel Apartment,Resale,118.0,3.0,2.0,Unknown,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Covered Parking|Pool,6,,Smoha,50847.457627118645
503026153,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-165-%D9%85-%D8%AC%D9%84%D9%8A%D9%85-%D8%AA%D8%A7%D9%86%D9%8A-%D9%86%D9%85%D8%B1%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D9%85-%D9%88%D8%AA%D8%B1%D9%8A-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D8%B4%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D8%B1%D8%A9-15-%D8%AF%D9%88%D8%B1-%D9%85%D8%AF%D8%AE%D9%84-%D8%B4%D9%8A%D9%83-%D9%88%D8%B1%D8%AE%D8%A7%D9%85-%D9%88%D8%A8%D9%87%D8%A7-2-%D8%A3%D8%B3%D8%A7%D9%86%D8%B3%D9%8A%D8%B1-ID503026153.html,6000000.0,"Glim, Alexandria",Apartment,Resale,165.0,3.0,2.0,No,Cash,Ready,Security|Maids Room|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed,6,Alexandria,Glim,36363.63636363636
207273111,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D9%8A%D9%86%D8%AC-%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A%D9%88-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A8%D9%88%D8%B1-%D8%B3%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A-ID207273111.html,3250000.0,"Sporting, Alexandria",Apartment,Resale,165.0,3.0,3.0,No,Cash or Installment,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6,Alexandria,Sporting,19696.969696969696
503167306,https://www.dubizzle.com.eg/en/ad/apartment-in-alexandria-palm-beach-shores-minutes-to-the-sea-and-markets-3-rooms-suitable-for-living-and-good-investment-fully-registered-with-all-facilities-%D8%B4%D9%82%D9%87-%D9%81%D9%89-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%AF%D9%82%D8%A7%D8%A6%D9%82-%D9%84%D9%84%D8%A8%D8%AD%D8%B1-%D9%88%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D9%A3%D8%BA%D8%B1%D9%81-%D8%AA%D8%B5%D9%84%D8%AD-%D9%84%D9%84%D8%B3%D9%83%D9%86-%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%8A%D8%AF-%D9%85%D8%B3%D8%AC%D9%84%D8%A9-%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%81%D9%82-ID503167306.html,1180000.0,"Nakheel, Alexandria",Apartment,Primary,110.0,3.0,1.0,No,Cash,Ready,,0,Alexandria,Nakheel,10727.272727272728
503043905,https://www.dubizzle.com.eg/en/ad/apartment-138-for-sale-ultra-lux-finishing-the-address-sheikh-zayed-compound-ID503043905.html,8000000.0,"The Address, Sheikh Zayed",Apartment,Resale,138.0,3.0,2.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Pets Allowed,6,,Sheikh Zayed,57971.014492753624
503203378,https://www.dubizzle.com.eg/en/ad/ultra-super-lux-apartment-for-sale-on-mohi-el-din-abu-el-ezz-main-street-ID503203378.html,9250000.0,"Dokki, Giza",Apartment,Resale,225.0,3.0,3.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6,Giza,Dokki,41111.11111111111
503204123,https://www.dubizzle.com.eg/en/ad/for-sale-fully-finished-apartment-with-acs-prime-location-in-el-sheikh-zayed-ID503204123.html,5200000.0,"ZED West Compound, Sheikh Zayed",Apartment,Primary,104.0,2.0,2.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Covered Parking|Pets Allowed|Pool,6,,Sheikh Zayed,50000.0
502984164,https://www.dubizzle.com.eg/en/ad/receive-an-immediate-delivery-of-a-150-square-meter-corner-apartment-in-al-burouj-compound-fully-finished-with-a-kitchen-ID502984164.html,6500000.0,"Al Burouj, Shorouk City",Apartment,Resale,150.0,2.0,2.0,Yes,Cash,Ready,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6,,Shorouk City,43333.333333333336
207311947,https://www.dubizzle.com.eg/en/ad/%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A-%D8%A3%D9%85%D8%A7%D9%85-%D9%81%D9%86%D8%AF%D9%82-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A-ID207311947.html,4500000.0,"Corniche El Maadi, Maadi",Apartment,Primary,180.0,2.0,2.0,No,Cash,Ready,Security|Elevator,2,,Maadi,25000.0
503194584,https://www.dubizzle.com.eg/en/ad/for-sale-two-rooms-and-a-reception-area-3-pieces-7-floors-complete-with-meters-al-sahha-street-25-million-negotiable-ID503194584.html,3250000.0,"Sidi Beshr, Alexandria",Apartment,Resale,130.0,2.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6,Alexandria,Sidi Beshr,25000.0
502720106,https://www.dubizzle.com.eg/en/ad/for-sale-luxury-apartment-in-san-stefano-165-sqm-egp-5100000-ID502720106.html,5550000.0,"San Stefano, Alexandria",Apartment,Resale,165.0,3.0,1.0,Yes,Cash,Ready,Electricity Meter|Water Meter|Balcony|Natural Gas|Elevator,5,Alexandria,San Stefano,33636.36363636364
503206604,https://www.dubizzle.com.eg/en/ad/for-sale-at-the-lowest-price-a-185-meter-apartment-with-immediate-occupancy-and-a-prime-view-in-badya-palm-hills-ID503206604.html,5135000.0,"Badya Palm Hills Compound, 6th of October",Apartment,Resale,185.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Pets Allowed,6,,6th of October,27756.756756756757
503206085,https://www.dubizzle.com.eg/en/ad/for-sale-apartment-ready-to-delivery-ID503206085.html,9320000.0,"Allegria, Sheikh Zayed",Apartment,Resale,102.0,2.0,2.0,No,Installment,Ready,Private Garden|Security|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,,Sheikh Zayed,91372.54901960785
503206909,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF-%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D8%B3%D9%8A%D8%B2%D8%B1-200%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AB%D9%85%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-ID503206909.html,7150000.0,"South Investors, 5th Settlement",Apartment,Resale,200.0,3.0,3.0,No,Cash,Ready,Electricity Meter|Water Meter|Balcony|Landline|Natural Gas|Elevator,6,,5th Settlement,35750.0
503204099,https://www.dubizzle.com.eg/en/ad/apartment-fully-finished-in-badya-palm-hills-prime-location-compound-with-all-services-near-swan-lake-compound-and-new-giza-sheikh-zayed-ID503204099.html,5135000.0,"Badya Palm Hills Compound, 6th of October",Apartment,Primary,111.0,2.0,3.0,Unknown,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,46261.261261261265
503201092,https://www.dubizzle.com.eg/en/ad/prime-view-ready-to-move-apartment-3bed-fully-finished-for-sale-in-kayan-ID503201092.html,5100000.0,"Kayan, 6th of October",Apartment,Resale,120.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Maids Room|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,42500.0
503203518,https://www.dubizzle.com.eg/en/ad/for-sale-full-floor-basement-in-west-somid-6th-of-october-next-to-the-banks-complex-second-row-from-the-central-axis-ID503203518.html,8000000.0,"West Somid, 6th of October",Apartment,Resale,300.0,4.0,4.0,No,Cash,Ready,,0,,6th of October,26666.666666666668
503020809,https://www.dubizzle.com.eg/en/ad/immediate-sale-apartment-for-hash-ID503020809.html,3300000.0,"Degla Palms Compound, 6th of October",Apartment,Primary,80.0,2.0,1.0,No,Cash or Installment,Ready,Private Garden|Security|Electricity Meter|Balcony|Covered Parking|Pets Allowed,6,,6th of October,41250.0
503205586,https://www.dubizzle.com.eg/en/ad/fully-finished-penthouse-ready-to-move-very-prime-location-for-resale-at-o-west-ready-to-move-under-market-price-ID503205586.html,8000000.0,"O West Compound, 6th of October",Penthouse,Resale,124.0,2.0,3.0,No,Cash,Ready,,0,,6th of October,64516.12903225807
503206197,https://www.dubizzle.com.eg/en/ad/ready-to-move-ivilla-garden-for-sale-in-mountain-view-icity-new-cairo-ID503206197.html,11000000.0,"Mountain View iCity Compound, 5th Settlement",Duplex,Primary,240.0,3.0,3.0,Unknown,Cash,Ready,Private Garden|Electricity Meter|Water Meter|Covered Parking|Pets Allowed|Natural Gas,6,,5th Settlement,45833.333333333336
503206097,https://www.dubizzle.com.eg/en/ad/sodic-eastown-apartment-for-sale-ready-to-move-prime-location-with-best-view-ID503206097.html,19720000.0,"Eastown Compound, 5th Settlement",Apartment,Resale,255.0,3.0,4.0,No,Cash,Ready,,0,,5th Settlement,77333.33333333333
503205867,https://www.dubizzle.com.eg/en/ad/corner-apartment-for-sale-unfinished-in-mountain-view-hyde-park-compound-ID503205867.html,10000000.0,"Mountain View Hyde Park Compound, 5th Settlement",Apartment,Resale,141.0,2.0,2.0,No,Cash,Ready,,0,,5th Settlement,70921.98581560283
503183655,https://www.dubizzle.com.eg/en/ad/duplex-for-sale-260-sq-m-sawary-saudi-egyptian-compound-immediate-delivery-villa-view-ID503183655.html,14500000.0,"Sawari, Moharam Bik",Duplex,Primary,260.0,4.0,4.0,Unknown,Installment,Ready,,0,,Moharam Bik,55769.230769230766
503087243,https://www.dubizzle.com.eg/en/ad/own-an-apartment-in-the-heart-of-mostakbal-city-in-the-cityzen-project-with-a-5-down-payment-and-installments-over-9-years-ID503087243.html,6700000.0,"CityZen, Mostakbal City",Apartment,Primary,105.0,2.0,1.0,No,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Covered Parking|Built in Kitchen Appliances|Pool,6,,Mostakbal City,63809.52380952381
